date,tag,trend_score
2018-04-01,tv,80
2018-04-02,tv,71
2018-04-03,tv,64
2018-04-04,tv,61
2018-04-05,tv,57
2018-04-06,tv,57
2018-04-07,tv,76
2018-04-08,tv,80
2018-04-09,tv,59
2018-04-10,tv,59
2018-04-11,tv,58
2018-04-12,tv,53
2018-04-13,tv,55
2018-04-14,tv,69
2018-04-15,tv,77
2018-04-16,tv,56
2018-04-17,tv,55
2018-04-18,tv,53
2018-04-19,tv,51
2018-04-20,tv,53
2018-04-21,tv,65
2018-04-22,tv,73
2018-04-23,tv,57
2018-04-24,tv,55
2018-04-25,tv,57
2018-04-26,tv,51
2018-04-27,tv,53
2018-04-28,tv,64
2018-04-29,tv,70
2018-04-30,tv,57
2018-05-01,tv,65
2018-05-02,tv,54
2018-05-03,tv,54
2018-05-04,tv,54
2018-05-05,tv,62
2018-05-06,tv,76
2018-05-07,tv,50
2018-05-08,tv,54
2018-05-09,tv,53
2018-05-10,tv,56
2018-05-11,tv,54
2018-05-12,tv,68
2018-05-13,tv,75
2018-05-14,tv,57
2018-05-15,tv,64
2018-05-16,tv,58
2018-05-17,tv,58
2018-05-18,tv,54
2018-05-19,tv,75
2018-05-20,tv,70
2018-05-21,tv,60
2018-05-22,tv,52
2018-05-23,tv,54
2018-05-24,tv,54
2018-05-25,tv,58
2018-05-26,tv,77
2018-05-27,tv,73
2018-05-28,tv,63
2018-05-29,tv,58
2018-05-30,tv,57
2018-05-31,tv,57
2018-06-01,tv,57
2018-06-02,tv,70
2018-06-03,tv,76
2018-06-04,tv,58
2018-06-05,tv,56
2018-06-06,tv,53
2018-06-07,tv,54
2018-06-08,tv,55
2018-06-09,tv,67
2018-06-10,tv,76
2018-06-11,tv,57
2018-06-12,tv,58
2018-06-13,tv,58
2018-06-14,tv,80
2017-11-14,tv9,2
2017-11-15,tv9,3
2017-11-16,tv9,3
2017-11-17,tv9,4
2017-11-18,tv9,4
2017-11-19,tv9,3
2017-11-20,tv9,3
2017-11-21,tv9,3
2017-11-22,tv9,3
2017-11-23,tv9,3
2017-11-24,tv9,3
2017-11-25,tv9,3
2017-11-26,tv9,3
2017-11-27,tv9,3
2017-11-28,tv9,6
2017-11-29,tv9,4
2017-11-30,tv9,3
2017-12-01,tv9,4
2017-12-02,tv9,3
2017-12-03,tv9,3
2017-12-04,tv9,3
2017-12-05,tv9,6
2017-12-06,tv9,4
2017-12-07,tv9,3
2017-12-08,tv9,4
2017-12-09,tv9,6
2017-12-10,tv9,3
2017-12-11,tv9,4
2017-12-12,tv9,4
2017-12-13,tv9,4
2017-12-14,tv9,7
2017-12-15,tv9,4
2017-12-16,tv9,3
2017-12-17,tv9,3
2017-12-18,tv9,53
2017-12-19,tv9,4
2017-12-20,tv9,4
2017-12-21,tv9,4
2017-12-22,tv9,4
2017-12-23,tv9,4
2017-12-24,tv9,3
2017-12-25,tv9,3
2017-12-26,tv9,4
2017-12-27,tv9,4
2017-12-28,tv9,3
2017-12-29,tv9,4
2017-12-30,tv9,4
2017-12-31,tv9,4
2018-01-01,tv9,3
2018-01-02,tv9,6
2018-01-03,tv9,6
2018-01-04,tv9,4
2018-01-05,tv9,3
2018-01-06,tv9,3
2018-01-07,tv9,4
2018-01-08,tv9,3
2018-01-09,tv9,3
2018-01-10,tv9,3
2018-01-11,tv9,3
2018-01-12,tv9,4
2018-01-13,tv9,3
2018-01-14,tv9,3
2018-01-15,tv9,3
2018-01-16,tv9,3
2018-01-17,tv9,3
2018-01-18,tv9,5
2018-01-19,tv9,3
2018-01-20,tv9,3
2018-01-21,tv9,3
2018-01-22,tv9,3
2018-01-23,tv9,4
2018-01-24,tv9,6
2018-01-25,tv9,7
2018-01-26,tv9,3
2018-01-27,tv9,4
2018-01-28,tv9,2
2018-01-29,tv9,3
2018-01-30,tv9,3
2018-01-31,tv9,7
2018-02-01,tv9,6
2018-02-02,tv9,3
2018-02-03,tv9,3
2018-02-04,tv9,4
2018-02-05,tv9,3
2018-02-06,tv9,3
2018-02-07,tv9,3
2018-02-08,tv9,4
2018-02-09,tv9,3
2018-02-10,tv9,3
2018-02-11,tv9,3
2018-02-12,tv9,2
2018-02-13,tv9,3
2018-02-14,tv9,2
2018-02-15,tv9,4
2018-02-16,tv9,9
2018-02-17,tv9,4
2018-02-18,tv9,3
2018-02-19,tv9,5
2018-02-20,tv9,3
2018-02-21,tv9,4
2018-02-22,tv9,4
2018-02-23,tv9,4
2018-02-24,tv9,4
2018-02-25,tv9,7
2018-02-26,tv9,9
2018-02-27,tv9,10
2018-02-28,tv9,16
2018-03-01,tv9,4
2018-03-02,tv9,3
2018-03-03,tv9,6
2018-03-04,tv9,3
2018-03-05,tv9,3
2018-03-06,tv9,4
2018-03-07,tv9,4
2018-03-08,tv9,5
2018-03-09,tv9,4
2018-03-10,tv9,4
2018-03-11,tv9,3
2018-03-12,tv9,3
2018-03-13,tv9,3
2018-03-14,tv9,6
2018-03-15,tv9,4
2018-03-16,tv9,5
2018-03-17,tv9,4
2018-03-18,tv9,3
2018-03-19,tv9,4
2018-03-20,tv9,4
2018-03-21,tv9,4
2018-03-22,tv9,4
2018-03-23,tv9,4
2018-03-24,tv9,4
2018-03-25,tv9,3
2018-03-26,tv9,4
2018-03-27,tv9,5
2018-03-28,tv9,4
2018-03-29,tv9,3
2018-03-30,tv9,4
2018-03-31,tv9,4
2018-04-01,tv9,3
2018-04-02,tv9,7
2018-04-03,tv9,4
2018-04-04,tv9,4
2018-04-05,tv9,4
2018-04-06,tv9,4
2018-04-07,tv9,5
2018-04-08,tv9,3
2018-04-09,tv9,3
2018-04-10,tv9,4
2018-04-11,tv9,4
2018-04-12,tv9,4
2018-04-13,tv9,5
2018-04-14,tv9,4
2018-04-15,tv9,4
2018-04-16,tv9,4
2018-04-17,tv9,4
2018-04-18,tv9,4
2018-04-19,tv9,4
2018-04-20,tv9,7
2018-04-21,tv9,6
2018-04-22,tv9,4
2018-04-23,tv9,4
2018-04-24,tv9,6
2018-04-25,tv9,5
2018-04-26,tv9,4
2018-04-27,tv9,4
2018-04-28,tv9,4
2018-04-29,tv9,4
2018-04-30,tv9,4
2018-05-01,tv9,4
2018-05-02,tv9,3
2018-05-03,tv9,4
2018-05-04,tv9,4
2018-05-05,tv9,5
2018-05-06,tv9,4
2018-05-07,tv9,4
2018-05-08,tv9,4
2018-05-09,tv9,4
2018-05-10,tv9,5
2018-05-11,tv9,5
2018-05-12,tv9,10
2018-05-13,tv9,5
2018-05-14,tv9,6
2018-05-15,tv9,100
2018-05-16,tv9,32
2018-05-17,tv9,30
2018-05-18,tv9,23
2018-05-19,tv9,54
2018-05-20,tv9,10
2018-05-21,tv9,10
2018-05-22,tv9,9
2018-05-23,tv9,19
2018-05-24,tv9,8
2018-05-25,tv9,14
2018-05-26,tv9,8
2018-05-27,tv9,6
2018-05-28,tv9,9
2018-05-29,tv9,8
2018-05-30,tv9,10
2018-05-31,tv9,14
2018-06-01,tv9,7
2018-06-02,tv9,7
2018-06-03,tv9,5
2018-06-04,tv9,6
2018-06-05,tv9,6
2018-06-06,tv9,10
2018-06-07,tv9,7
2018-06-08,tv9,7
2018-06-09,tv9,8
2018-06-10,tv9,7
2018-06-11,tv9,6
2018-06-12,tv9,8
2018-06-13,tv9,9
2018-06-14,tv9,7
2017-11-14,unboxing,67
2017-11-15,unboxing,63
2017-11-16,unboxing,66
2017-11-17,unboxing,68
2017-11-18,unboxing,71
2017-11-19,unboxing,73
2017-11-20,unboxing,64
2017-11-21,unboxing,65
2017-11-22,unboxing,70
2017-11-23,unboxing,71
2017-11-24,unboxing,86
2017-11-25,unboxing,95
2017-11-26,unboxing,93
2017-11-27,unboxing,74
2017-11-28,unboxing,65
2017-11-29,unboxing,73
2017-11-30,unboxing,66
2017-12-01,unboxing,77
2017-12-02,unboxing,79
2017-12-03,unboxing,77
2017-12-04,unboxing,62
2017-12-05,unboxing,66
2017-12-06,unboxing,65
2017-12-07,unboxing,64
2017-12-08,unboxing,69
2017-12-09,unboxing,78
2017-12-10,unboxing,77
2017-12-11,unboxing,59
2017-12-12,unboxing,65
2017-12-13,unboxing,56
2017-12-14,unboxing,66
2017-12-15,unboxing,73
2017-12-16,unboxing,73
2017-12-17,unboxing,91
2017-12-18,unboxing,68
2017-12-19,unboxing,77
2017-12-20,unboxing,72
2017-12-21,unboxing,70
2017-12-22,unboxing,76
2017-12-23,unboxing,90
2017-12-24,unboxing,88
2017-12-25,unboxing,100
2017-12-26,unboxing,87
2017-12-27,unboxing,83
2017-12-28,unboxing,77
2017-12-29,unboxing,76
2017-12-30,unboxing,70
2017-12-31,unboxing,68
2018-01-01,unboxing,67
2018-01-02,unboxing,65
2018-01-03,unboxing,65
2018-01-04,unboxing,67
2018-01-05,unboxing,65
2018-01-06,unboxing,69
2018-01-07,unboxing,65
2018-01-08,unboxing,64
2018-01-09,unboxing,58
2018-01-10,unboxing,61
2018-01-11,unboxing,56
2018-01-12,unboxing,58
2018-01-13,unboxing,66
2018-01-14,unboxing,64
2018-01-15,unboxing,59
2018-01-16,unboxing,54
2018-01-17,unboxing,56
2018-01-18,unboxing,57
2018-01-19,unboxing,55
2018-01-20,unboxing,70
2018-01-21,unboxing,69
2018-01-22,unboxing,56
2018-01-23,unboxing,53
2018-01-24,unboxing,56
2018-01-25,unboxing,56
2018-01-26,unboxing,57
2018-01-27,unboxing,62
2018-01-28,unboxing,64
2018-01-29,unboxing,55
2018-01-30,unboxing,58
2018-01-31,unboxing,52
2018-02-01,unboxing,59
2018-02-02,unboxing,55
2018-02-03,unboxing,59
2018-02-04,unboxing,66
2018-02-05,unboxing,53
2018-02-06,unboxing,56
2018-02-07,unboxing,51
2018-02-08,unboxing,55
2018-02-09,unboxing,56
2018-02-10,unboxing,63
2018-02-11,unboxing,62
2018-02-12,unboxing,59
2018-02-13,unboxing,52
2018-02-14,unboxing,55
2018-02-15,unboxing,52
2018-02-16,unboxing,60
2018-02-17,unboxing,56
2018-02-18,unboxing,60
2018-02-19,unboxing,53
2018-02-20,unboxing,55
2018-02-21,unboxing,50
2018-02-22,unboxing,51
2018-02-23,unboxing,53
2018-02-24,unboxing,64
2018-02-25,unboxing,64
2018-02-26,unboxing,52
2018-02-27,unboxing,52
2018-02-28,unboxing,50
2018-03-01,unboxing,53
2018-03-02,unboxing,54
2018-03-03,unboxing,61
2018-03-04,unboxing,64
2018-03-05,unboxing,49
2018-03-06,unboxing,53
2018-03-07,unboxing,57
2018-03-08,unboxing,50
2018-03-09,unboxing,55
2018-03-10,unboxing,63
2018-03-11,unboxing,65
2018-03-12,unboxing,50
2018-03-13,unboxing,53
2018-03-14,unboxing,54
2018-03-15,unboxing,54
2018-03-16,unboxing,53
2018-03-17,unboxing,66
2018-03-18,unboxing,64
2018-03-19,unboxing,53
2018-03-20,unboxing,55
2018-03-21,unboxing,53
2018-03-22,unboxing,56
2018-03-23,unboxing,53
2018-03-24,unboxing,62
2018-03-25,unboxing,66
2018-03-26,unboxing,52
2018-03-27,unboxing,59
2018-03-28,unboxing,55
2018-03-29,unboxing,60
2018-03-30,unboxing,58
2018-03-31,unboxing,63
2018-04-01,unboxing,63
2018-04-02,unboxing,60
2018-04-03,unboxing,55
2018-04-04,unboxing,57
2018-04-05,unboxing,59
2018-04-06,unboxing,57
2018-04-07,unboxing,57
2018-04-08,unboxing,59
2018-04-09,unboxing,51
2018-04-10,unboxing,52
2018-04-11,unboxing,50
2018-04-12,unboxing,56
2018-04-13,unboxing,53
2018-04-14,unboxing,66
2018-04-15,unboxing,63
2018-04-16,unboxing,52
2018-04-17,unboxing,51
2018-04-18,unboxing,53
2018-04-19,unboxing,54
2018-04-20,unboxing,57
2018-04-21,unboxing,64
2018-04-22,unboxing,60
2018-04-23,unboxing,55
2018-04-24,unboxing,50
2018-04-25,unboxing,52
2018-04-26,unboxing,54
2018-04-27,unboxing,52
2018-04-28,unboxing,55
2018-04-29,unboxing,59
2018-04-30,unboxing,48
2018-05-01,unboxing,51
2018-05-02,unboxing,51
2018-05-03,unboxing,52
2018-05-04,unboxing,57
2018-05-05,unboxing,56
2018-05-06,unboxing,60
2018-05-07,unboxing,50
2018-05-08,unboxing,48
2018-05-09,unboxing,54
2018-05-10,unboxing,54
2018-05-11,unboxing,50
2018-05-12,unboxing,56
2018-05-13,unboxing,61
2018-05-14,unboxing,54
2018-05-15,unboxing,56
2018-05-16,unboxing,59
2018-05-17,unboxing,58
2018-05-18,unboxing,58
2018-05-19,unboxing,61
2018-05-20,unboxing,63
2018-05-21,unboxing,57
2018-05-22,unboxing,58
2018-05-23,unboxing,59
2018-05-24,unboxing,54
2018-05-25,unboxing,53
2018-05-26,unboxing,62
2018-05-27,unboxing,65
2018-05-28,unboxing,60
2018-05-29,unboxing,60
2018-05-30,unboxing,57
2018-05-31,unboxing,58
2018-06-01,unboxing,63
2018-06-02,unboxing,62
2018-06-03,unboxing,65
2018-06-04,unboxing,59
2018-06-05,unboxing,61
2018-06-06,unboxing,56
2018-06-07,unboxing,63
2018-06-08,unboxing,57
2018-06-09,unboxing,63
2018-06-10,unboxing,66
2018-06-11,unboxing,55
2018-06-12,unboxing,60
2018-06-13,unboxing,58
2018-06-14,unboxing,56
2017-11-14,vaani,62
2017-11-15,vaani,57
2017-11-16,vaani,91
2017-11-17,vaani,81
2017-11-18,vaani,88
2017-11-19,vaani,84
2017-11-20,vaani,62
2017-11-21,vaani,78
2017-11-22,vaani,67
2017-11-23,vaani,50
2017-11-24,vaani,56
2017-11-25,vaani,58
2017-11-26,vaani,58
2017-11-27,vaani,53
2017-11-28,vaani,55
2017-11-29,vaani,51
2017-11-30,vaani,47
2017-12-01,vaani,47
2017-12-02,vaani,56
2017-12-03,vaani,62
2017-12-04,vaani,59
2017-12-05,vaani,60
2017-12-06,vaani,39
2017-12-07,vaani,48
2017-12-08,vaani,59
2017-12-09,vaani,70
2017-12-10,vaani,58
2017-12-11,vaani,60
2017-12-12,vaani,53
2017-12-13,vaani,53
2017-12-14,vaani,52
2017-12-15,vaani,55
2017-12-16,vaani,78
2017-12-17,vaani,54
2017-12-18,vaani,55
2017-12-19,vaani,69
2017-12-20,vaani,66
2017-12-21,vaani,67
2017-12-22,vaani,67
2017-12-23,vaani,65
2017-12-24,vaani,67
2017-12-25,vaani,67
2017-12-26,vaani,72
2017-12-27,vaani,73
2017-12-28,vaani,60
2017-12-29,vaani,68
2017-12-30,vaani,71
2017-12-31,vaani,66
2018-01-01,vaani,80
2018-01-02,vaani,62
2018-01-03,vaani,70
2018-01-04,vaani,51
2018-01-05,vaani,46
2018-01-06,vaani,59
2018-01-07,vaani,60
2018-01-08,vaani,51
2018-01-09,vaani,55
2018-01-10,vaani,48
2018-01-11,vaani,51
2018-01-12,vaani,56
2018-01-13,vaani,60
2018-01-14,vaani,58
2018-01-15,vaani,50
2018-01-16,vaani,53
2018-01-17,vaani,50
2018-01-18,vaani,51
2018-01-19,vaani,47
2018-01-20,vaani,54
2018-01-21,vaani,65
2018-01-22,vaani,57
2018-01-23,vaani,69
2018-01-24,vaani,68
2018-01-25,vaani,64
2018-01-26,vaani,74
2018-01-27,vaani,68
2018-01-28,vaani,63
2018-01-29,vaani,59
2018-01-30,vaani,67
2018-01-31,vaani,100
2018-02-01,vaani,99
2018-02-02,vaani,68
2018-02-03,vaani,88
2018-02-04,vaani,79
2018-02-05,vaani,79
2018-02-06,vaani,70
2018-02-07,vaani,58
2018-02-08,vaani,59
2018-02-09,vaani,55
2018-02-10,vaani,62
2018-02-11,vaani,68
2018-02-12,vaani,48
2018-02-13,vaani,53
2018-02-14,vaani,45
2018-02-15,vaani,45
2018-02-16,vaani,47
2018-02-17,vaani,60
2018-02-18,vaani,58
2018-02-19,vaani,56
2018-02-20,vaani,45
2018-02-21,vaani,54
2018-02-22,vaani,54
2018-02-23,vaani,61
2018-02-24,vaani,69
2018-02-25,vaani,87
2018-02-26,vaani,70
2018-02-27,vaani,79
2018-02-28,vaani,65
2018-03-01,vaani,61
2018-03-02,vaani,66
2018-03-03,vaani,67
2018-03-04,vaani,58
2018-03-05,vaani,52
2018-03-06,vaani,59
2018-03-07,vaani,61
2018-03-08,vaani,53
2018-03-09,vaani,44
2018-03-10,vaani,60
2018-03-11,vaani,47
2018-03-12,vaani,53
2018-03-13,vaani,48
2018-03-14,vaani,74
2018-03-15,vaani,86
2018-03-16,vaani,74
2018-03-17,vaani,78
2018-03-18,vaani,78
2018-03-19,vaani,53
2018-03-20,vaani,57
2018-03-21,vaani,69
2018-03-22,vaani,62
2018-03-23,vaani,56
2018-03-24,vaani,58
2018-03-25,vaani,69
2018-03-26,vaani,58
2018-03-27,vaani,58
2018-03-28,vaani,56
2018-03-29,vaani,54
2018-03-30,vaani,49
2018-03-31,vaani,71
2018-04-01,vaani,67
2018-04-02,vaani,48
2018-04-03,vaani,51
2018-04-04,vaani,50
2018-04-05,vaani,59
2018-04-06,vaani,47
2018-04-07,vaani,78
2018-04-08,vaani,63
2018-04-09,vaani,42
2018-04-10,vaani,42
2018-04-11,vaani,50
2018-04-12,vaani,39
2018-04-13,vaani,44
2018-04-14,vaani,48
2018-04-15,vaani,36
2018-04-16,vaani,40
2018-04-17,vaani,57
2018-04-18,vaani,51
2018-04-19,vaani,54
2018-04-20,vaani,44
2018-04-21,vaani,53
2018-04-22,vaani,94
2018-04-23,vaani,61
2018-04-24,vaani,41
2018-04-25,vaani,38
2018-04-26,vaani,45
2018-04-27,vaani,44
2018-04-28,vaani,46
2018-04-29,vaani,45
2018-04-30,vaani,44
2018-05-01,vaani,44
2018-05-02,vaani,45
2018-05-03,vaani,40
2018-05-04,vaani,50
2018-05-05,vaani,59
2018-05-06,vaani,59
2018-05-07,vaani,44
2018-05-08,vaani,48
2018-05-09,vaani,42
2018-05-10,vaani,43
2018-05-11,vaani,40
2018-05-12,vaani,67
2018-05-13,vaani,58
2018-05-14,vaani,100
2018-05-15,vaani,76
2018-05-16,vaani,54
2018-05-17,vaani,48
2018-05-18,vaani,56
2018-05-19,vaani,44
2018-05-20,vaani,48
2018-05-21,vaani,51
2018-05-22,vaani,56
2018-05-23,vaani,40
2018-05-24,vaani,64
2018-05-25,vaani,50
2018-05-26,vaani,49
2018-05-27,vaani,62
2018-05-28,vaani,58
2018-05-29,vaani,46
2018-05-30,vaani,59
2018-05-31,vaani,44
2018-06-01,vaani,51
2018-06-02,vaani,93
2018-06-03,vaani,85
2018-06-04,vaani,71
2018-06-05,vaani,51
2018-06-06,vaani,45
2018-06-07,vaani,46
2018-06-08,vaani,43
2018-06-09,vaani,52
2018-06-10,vaani,40
2018-06-11,vaani,41
2018-06-12,vaani,47
2018-06-13,vaani,53
2018-06-14,vaani,32
2017-11-14,video,72
2017-11-15,video,78
2017-11-16,video,72
2017-11-17,video,77
2017-11-18,video,86
2017-11-19,video,86
2017-11-20,video,69
2017-11-21,video,73
2017-11-22,video,69
2017-11-23,video,77
2017-11-24,video,76
2017-11-25,video,84
2017-11-26,video,84
2017-11-27,video,73
2017-11-28,video,73
2017-11-29,video,71
2017-11-30,video,74
2017-12-01,video,74
2017-12-02,video,83
2017-12-03,video,85
2017-12-04,video,67
2017-12-05,video,71
2017-12-06,video,73
2017-12-07,video,73
2017-12-08,video,85
2017-12-09,video,86
2017-12-10,video,85
2017-12-11,video,72
2017-12-12,video,73
2017-12-13,video,77
2017-12-14,video,76
2017-12-15,video,76
2017-12-16,video,88
2017-12-17,video,87
2017-12-18,video,78
2017-12-19,video,77
2017-12-20,video,82
2017-12-21,video,78
2017-12-22,video,84
2017-12-23,video,91
2017-12-24,video,97
2017-12-25,video,93
2017-12-26,video,84
2017-12-27,video,83
2017-12-28,video,81
2017-12-29,video,88
2017-12-30,video,92
2017-12-31,video,94
2018-01-01,video,86
2018-01-02,video,78
2018-01-03,video,79
2018-01-04,video,78
2018-01-05,video,78
2018-01-06,video,89
2018-01-07,video,90
2018-01-08,video,79
2018-01-09,video,75
2018-01-10,video,76
2018-01-11,video,83
2018-01-12,video,83
2018-01-13,video,90
2018-01-14,video,87
2018-01-15,video,79
2018-01-16,video,76
2018-01-17,video,74
2018-01-18,video,81
2018-01-19,video,83
2018-01-20,video,93
2018-01-21,video,89
2018-01-22,video,74
2018-01-23,video,81
2018-01-24,video,78
2018-01-25,video,78
2018-01-26,video,79
2018-01-27,video,90
2018-01-28,video,94
2018-01-29,video,80
2018-01-30,video,81
2018-01-31,video,79
2018-02-01,video,79
2018-02-02,video,81
2018-02-03,video,86
2018-02-04,video,89
2018-02-05,video,79
2018-02-06,video,81
2018-02-07,video,78
2018-02-08,video,81
2018-02-09,video,79
2018-02-10,video,93
2018-02-11,video,92
2018-02-12,video,82
2018-02-13,video,81
2018-02-14,video,76
2018-02-15,video,79
2018-02-16,video,81
2018-02-17,video,94
2018-02-18,video,88
2018-02-19,video,78
2018-02-20,video,78
2018-02-21,video,78
2018-02-22,video,80
2018-02-23,video,84
2018-02-24,video,94
2018-02-25,video,87
2018-02-26,video,82
2018-02-27,video,79
2018-02-28,video,80
2018-03-01,video,75
2018-03-02,video,87
2018-03-03,video,99
2018-03-04,video,89
2018-03-05,video,80
2018-03-06,video,79
2018-03-07,video,77
2018-03-08,video,83
2018-03-09,video,82
2018-03-10,video,99
2018-03-11,video,93
2018-03-12,video,79
2018-03-13,video,78
2018-03-14,video,83
2018-03-15,video,81
2018-03-16,video,85
2018-03-17,video,94
2018-03-18,video,88
2018-03-19,video,83
2018-03-20,video,79
2018-03-21,video,88
2018-03-22,video,82
2018-03-23,video,82
2018-03-24,video,93
2018-03-25,video,92
2018-03-26,video,82
2018-03-27,video,83
2018-03-28,video,84
2018-03-29,video,89
2018-03-30,video,87
2018-03-31,video,94
2018-04-01,video,88
2018-04-02,video,82
2018-04-03,video,81
2018-04-04,video,86
2018-04-05,video,85
2018-04-06,video,86
2018-04-07,video,93
2018-04-08,video,87
2018-04-09,video,82
2018-04-10,video,78
2018-04-11,video,79
2018-04-12,video,82
2018-04-13,video,83
2018-04-14,video,95
2018-04-15,video,94
2018-04-16,video,78
2018-04-17,video,80
2018-04-18,video,83
2018-04-19,video,86
2018-04-20,video,89
2018-04-21,video,91
2018-04-22,video,96
2018-04-23,video,84
2018-04-24,video,81
2018-04-25,video,80
2018-04-26,video,83
2018-04-27,video,86
2018-04-28,video,92
2018-04-29,video,97
2018-04-30,video,85
2018-05-01,video,88
2018-05-02,video,81
2018-05-03,video,82
2018-05-04,video,87
2018-05-05,video,94
2018-05-06,video,97
2018-05-07,video,84
2018-05-08,video,82
2018-05-09,video,79
2018-05-10,video,85
2018-05-11,video,84
2018-05-12,video,95
2018-05-13,video,92
2018-05-14,video,80
2018-05-15,video,80
2018-05-16,video,79
2018-05-17,video,77
2018-05-18,video,81
2018-05-19,video,90
2018-05-20,video,94
2018-05-21,video,86
2018-05-22,video,81
2018-05-23,video,79
2018-05-24,video,85
2018-05-25,video,89
2018-05-26,video,98
2018-05-27,video,100
2018-05-28,video,88
2018-05-29,video,84
2018-05-30,video,88
2018-05-31,video,81
2018-06-01,video,85
2018-06-02,video,95
2018-06-03,video,97
2018-06-04,video,83
2018-06-05,video,83
2018-06-06,video,83
2018-06-07,video,82
2018-06-08,video,87
2018-06-09,video,94
2018-06-10,video,100
2018-06-11,video,83
2018-06-12,video,80
2018-06-13,video,90
2018-06-14,video,89
2017-11-14,life,95
2017-11-15,life,96
2017-11-16,life,91
2017-11-17,life,93
2017-11-18,life,89
2017-11-19,life,92
2017-11-20,life,93
2017-11-21,life,91
2017-11-22,life,90
2017-11-23,life,83
2017-11-24,life,82
2017-11-25,life,85
2017-11-26,life,89
2017-11-27,life,87
2017-11-28,life,93
2017-11-29,life,92
2017-11-30,life,91
2017-12-01,life,90
2017-12-02,life,90
2017-12-03,life,89
2017-12-04,life,90
2017-12-05,life,96
2017-12-06,life,94
2017-12-07,life,88
2017-12-08,life,90
2017-12-09,life,85
2017-12-10,life,92
2017-12-11,life,91
2017-12-12,life,93
2017-12-13,life,91
2017-12-14,life,88
2017-12-15,life,88
2017-12-16,life,87
2017-12-17,life,91
2017-12-18,life,87
2017-12-19,life,91
2017-12-20,life,90
2017-12-21,life,88
2017-12-22,life,87
2017-12-23,life,85
2017-12-24,life,87
2017-12-25,life,89
2017-12-26,life,87
2017-12-27,life,91
2017-12-28,life,84
2017-12-29,life,87
2017-12-30,life,90
2017-12-31,life,88
2018-01-01,life,90
2018-01-02,life,88
2018-01-03,life,91
2018-01-04,life,87
2018-01-05,life,91
2018-01-06,life,91
2018-01-07,life,91
2018-01-08,life,91
2018-01-09,life,94
2018-01-10,life,92
2018-01-11,life,93
2018-01-12,life,95
2018-01-13,life,87
2018-01-14,life,89
2018-01-15,life,89
2018-01-16,life,90
2018-01-17,life,89
2018-01-18,life,100
2018-01-19,life,92
2018-01-20,life,95
2018-01-21,life,95
2018-01-22,life,94
2018-01-23,life,93
2018-01-24,life,93
2018-01-25,life,94
2018-01-26,life,88
2018-01-27,life,87
2018-01-28,life,89
2018-01-29,life,94
2018-01-30,life,93
2018-01-31,life,90
2018-02-01,life,95
2018-02-02,life,91
2018-02-03,life,87
2018-02-04,life,93
2018-02-05,life,100
2018-02-06,life,97
2018-02-07,life,88
2018-02-08,life,95
2018-02-09,life,89
2018-02-10,life,85
2018-02-11,life,94
2018-02-12,life,93
2018-02-13,life,89
2018-02-14,life,87
2018-02-15,life,86
2018-02-16,life,87
2018-02-17,life,86
2018-02-18,life,89
2018-02-19,life,89
2018-02-20,life,90
2018-02-21,life,91
2018-02-22,life,93
2018-02-23,life,94
2018-02-24,life,87
2018-02-25,life,87
2018-02-26,life,93
2018-02-27,life,91
2018-02-28,life,89
2018-03-01,life,92
2018-03-02,life,88
2018-03-03,life,89
2018-03-04,life,95
2018-03-05,life,93
2018-03-06,life,94
2018-03-07,life,95
2018-03-08,life,90
2018-03-09,life,92
2018-03-10,life,89
2018-03-11,life,88
2018-03-12,life,91
2018-03-13,life,91
2018-03-14,life,91
2018-03-15,life,94
2018-03-16,life,91
2018-03-17,life,85
2018-03-18,life,89
2018-03-19,life,91
2018-03-20,life,91
2018-03-21,life,92
2018-03-22,life,87
2018-03-23,life,90
2018-03-24,life,95
2018-03-25,life,92
2018-03-26,life,91
2018-03-27,life,92
2018-03-28,life,92
2018-03-29,life,89
2018-03-30,life,87
2018-03-31,life,82
2018-04-01,life,87
2018-04-02,life,89
2018-04-03,life,92
2018-04-04,life,89
2018-04-05,life,89
2018-04-06,life,86
2018-04-07,life,83
2018-04-08,life,85
2018-04-09,life,90
2018-04-10,life,87
2018-04-11,life,89
2018-04-12,life,90
2018-04-13,life,91
2018-04-14,life,82
2018-04-15,life,88
2018-04-16,life,89
2018-04-17,life,89
2018-04-18,life,87
2018-04-19,life,90
2018-04-20,life,92
2018-04-21,life,85
2018-04-22,life,88
2018-04-23,life,94
2018-04-24,life,93
2018-04-25,life,91
2018-04-26,life,88
2018-04-27,life,87
2018-04-28,life,83
2018-04-29,life,85
2018-04-30,life,92
2018-05-01,life,90
2018-05-02,life,91
2018-05-03,life,89
2018-05-04,life,88
2018-05-05,life,80
2018-05-06,life,90
2018-05-07,life,86
2018-05-08,life,89
2018-05-09,life,88
2018-05-10,life,89
2018-05-11,life,90
2018-05-12,life,87
2018-05-13,life,84
2018-05-14,life,92
2018-05-15,life,86
2018-05-16,life,86
2018-05-17,life,88
2018-05-18,life,88
2018-05-19,life,87
2018-05-20,life,91
2018-05-21,life,88
2018-05-22,life,92
2018-05-23,life,87
2018-05-24,life,89
2018-05-25,life,87
2018-05-26,life,85
2018-05-27,life,92
2018-05-28,life,83
2018-05-29,life,88
2018-05-30,life,93
2018-05-31,life,91
2018-06-01,life,89
2018-06-02,life,88
2018-06-03,life,89
